瘤痢,瘤痢疙,老矫,扁柯(∑C),浅氢(deg),浅加(m/s),碍荐樊(mm),泅瘤扁拘(hPa),秦搁扁拘(hPa),嚼档(%)
571,拳己,2019-01-07 14:00,3.3,297.9,2.1,0,,,42.7
571,拳己,2019-01-07 15:00,2.3,276.3,2.8,0,,,45.6
571,拳己,2019-01-07 16:00,1.7,,,0,,,48.9
571,拳己,2019-01-07 17:00,1,277.3,1.3,0,,,50.3
571,拳己,2019-01-07 18:00,-.1,268,.5,0,,,56.1
571,拳己,2019-01-07 19:00,-1,0,.1,0,,,60.7
571,拳己,2019-01-07 20:00,-1.2,28,.5,0,,,62.3
571,拳己,2019-01-07 21:00,-1.4,29.2,.9,0,,,64
571,拳己,2019-01-07 22:00,-2.7,0,0,0,,,70.2
571,拳己,2019-01-07 23:00,-3,34.2,.5,0,,,72.1
571,拳己,2019-01-08 00:00,-2.9,11.8,.9,0,,,73.3
571,拳己,2019-01-08 01:00,-2.9,356.8,.5,0,,,68.5
571,拳己,2019-01-08 02:00,-2.2,346.1,.8,0,,,56
571,拳己,2019-01-08 03:00,-2.1,352.5,1.2,0,,,47.5
571,拳己,2019-01-08 04:00,-3.8,,,0,,,48.4
571,拳己,2019-01-08 05:00,-5.4,0,0,0,,,55.7
571,拳己,2019-01-08 06:00,-5.7,41.1,.7,0,,,56.3
571,拳己,2019-01-08 07:00,-6.4,0,0,0,,,56.8
571,拳己,2019-01-08 08:00,-6.5,0,0,0,,,54.9
571,拳己,2019-01-08 09:00,-4,0,.2,0,,,48.2
571,拳己,2019-01-08 10:00,-.9,274.2,.7,0,,,41.1
571,拳己,2019-01-08 11:00,0,287.5,2.5,0,,,35
571,拳己,2019-01-08 12:00,0,290.3,2.4,0,,,27.7
571,拳己,2019-01-08 13:00,-.1,286.8,3.4,0,,,27.3
571,拳己,2019-01-08 14:00,.1,281.4,3,0,,,24.2
571,拳己,2019-01-08 15:00,-.4,284.2,3.2,0,,,26.9
571,拳己,2019-01-08 16:00,.5,287.2,1.7,0,,,27.1
571,拳己,2019-01-08 17:00,-.6,329.5,2.6,0,,,25.6
571,拳己,2019-01-08 18:00,-1.9,194.2,.8,0,,,31.3
571,拳己,2019-01-08 19:00,-2.1,288.5,1.7,0,,,34.6
571,拳己,2019-01-08 20:00,-3.2,318.5,3.3,0,,,31.4
571,拳己,2019-01-08 21:00,-4.9,286.9,2,0,,,29.1
571,拳己,2019-01-08 22:00,-5.5,348.3,1.3,0,,,29.1
571,拳己,2019-01-08 23:00,-6,6.6,.9,0,,,30.4
571,拳己,2019-01-09 00:00,-5.9,353.8,1.7,0,,,29.4
571,拳己,2019-01-09 01:00,-6.1,153.7,.9,0,,,28.6
571,拳己,2019-01-09 02:00,-6.2,204.3,1.4,0,,,27.3
571,拳己,2019-01-09 03:00,-6.5,173.4,1,0,,,27.4
571,拳己,2019-01-09 04:00,-7.3,162.4,.6,0,,,30.7
571,拳己,2019-01-09 05:00,-9,0,.3,0,,,39.2
571,拳己,2019-01-09 06:00,-9.5,0,0,0,,,41.5
571,拳己,2019-01-09 07:00,-9.5,26.7,.7,0,,,42.8
571,拳己,2019-01-09 08:00,-9.5,53,.6,0,,,44.5
571,拳己,2019-01-09 09:00,-6.6,0,.4,0,,,34.2
571,拳己,2019-01-09 10:00,-5.2,105.4,.5,0,,,27.4
571,拳己,2019-01-09 11:00,-4.1,40.9,1,0,,,25.6
571,拳己,2019-01-09 12:00,-1.4,42.5,.7,0,,,21.2
571,拳己,2019-01-09 13:00,-.7,236.4,1.1,0,,,18.4
571,拳己,2019-01-09 14:00,-.3,231.7,1.1,0,,,17.6
571,拳己,2019-01-09 15:00,.3,235,1.2,0,,,17.4
571,拳己,2019-01-09 16:00,.6,273.1,1.1,0,,,16.3
571,拳己,2019-01-09 17:00,-1.4,329,1.2,0,,,24.4
571,拳己,2019-01-09 18:00,-2.9,,,0,,,32.5
571,拳己,2019-01-09 19:00,-3.2,350.1,1.6,0,,,33.5
571,拳己,2019-01-09 20:00,-3.8,28.5,.6,0,,,36.4
571,拳己,2019-01-09 21:00,-3.5,8.2,.5,0,,,36.7
571,拳己,2019-01-09 22:00,-3.3,345,.7,0,,,40.4
571,拳己,2019-01-09 23:00,-4.2,0,.1,0,,,44.8
571,拳己,2019-01-10 00:00,-3.8,0,0,0,,,46.5
571,拳己,2019-01-10 01:00,-3.5,0,.2,0,,,44.3
571,拳己,2019-01-10 02:00,-3.3,0,.2,0,,,38.5
571,拳己,2019-01-10 03:00,-3.1,0,.3,0,,,36.5
571,拳己,2019-01-10 04:00,-3.3,0,.4,0,,,39.1
571,拳己,2019-01-10 05:00,-3.4,293.5,.6,0,,,43
571,拳己,2019-01-10 06:00,-3.6,0,.2,0,,,45.6
571,拳己,2019-01-10 07:00,-3.6,0,.1,0,,,47.5
571,拳己,2019-01-10 08:00,-3.4,0,.3,0,,,42.8
571,拳己,2019-01-10 09:00,-3.1,0,.1,0,,,41.6
571,拳己,2019-01-10 10:00,-.8,169.3,1.3,0,,,34.8
571,拳己,2019-01-10 11:00,.2,237.3,.9,0,,,29.9
571,拳己,2019-01-10 12:00,.6,209.3,1.5,0,,,32.7
571,拳己,2019-01-10 13:00,.5,244,1.7,0,,,44.2
571,拳己,2019-01-10 14:00,.4,229.2,.8,0,,,49.4
571,拳己,2019-01-10 15:00,.5,201.9,1.4,0,,,58.7
571,拳己,2019-01-10 16:00,.3,220.7,2.6,0,,,60.3
571,拳己,2019-01-10 17:00,-.4,206.4,1.4,0,,,75.2
571,拳己,2019-01-10 18:00,-2.2,0,.1,0,,,80.1
571,拳己,2019-01-10 19:00,-2.9,0,.4,0,,,81.8
571,拳己,2019-01-10 20:00,-1.7,234.4,.6,0,,,82.2
571,拳己,2019-01-10 21:00,-1.2,0,.2,0,,,80.9
571,拳己,2019-01-10 22:00,-1.1,234.6,.9,0,,,79.5
571,拳己,2019-01-10 23:00,-1,0,.3,0,,,78.5
571,拳己,2019-01-11 00:00,-.8,220.4,1.5,0,,,77.7
571,拳己,2019-01-11 01:00,-.7,222.9,1,0,,,76.7
571,拳己,2019-01-11 02:00,-.6,234,.9,0,,,76
571,拳己,2019-01-11 03:00,-.4,220.5,.8,0,,,75
571,拳己,2019-01-11 04:00,-.2,334.8,.5,0,,,74
571,拳己,2019-01-11 05:00,-.2,0,.2,0,,,73.4
571,拳己,2019-01-11 06:00,0,0,.3,0,,,72.1
571,拳己,2019-01-11 07:00,.1,0,.4,0,,,71.6
571,拳己,2019-01-11 08:00,.4,51.4,.7,0,,,69.4
571,拳己,2019-01-11 09:00,-.3,0,.4,0,,,72.4
571,拳己,2019-01-11 10:00,2.8,194,1.5,0,,,60.2
571,拳己,2019-01-11 11:00,5,171.3,1.8,0,,,52.5
571,拳己,2019-01-11 12:00,5.2,218.8,2.1,0,,,48
571,拳己,2019-01-11 13:00,6.2,145.2,1.1,0,,,43.8
571,拳己,2019-01-11 14:00,6.9,129.9,.6,0,,,41.6
571,拳己,2019-01-11 15:00,6.5,220.5,1.5,0,,,42.7
571,拳己,2019-01-11 16:00,5.5,305,1.4,0,,,45.1
571,拳己,2019-01-11 17:00,4.2,338,1,0,,,50.4
571,拳己,2019-01-11 18:00,3.5,329.4,1,0,,,54.1
571,拳己,2019-01-11 19:00,3.3,329,1.4,0,,,55.1
571,拳己,2019-01-11 20:00,2.8,35.2,.9,0,,,60.5
571,拳己,2019-01-11 21:00,2.1,22.1,1,0,,,65.3
571,拳己,2019-01-11 22:00,.9,18.6,1,0,,,68.3
571,拳己,2019-01-11 23:00,1.4,40.2,1.3,0,,,66.5
571,拳己,2019-01-12 00:00,1.7,32.5,.7,0,,,63.7
571,拳己,2019-01-12 01:00,1.7,24.3,1.3,0,,,60
571,拳己,2019-01-12 02:00,1.4,,,0,,,61.9
571,拳己,2019-01-12 03:00,1.3,0,.1,0,,,61.1
571,拳己,2019-01-12 04:00,.9,0,0,0,,,63.8
571,拳己,2019-01-12 05:00,.6,0,.1,0,,,65.5
571,拳己,2019-01-12 06:00,.7,0,.4,0,,,64.6
571,拳己,2019-01-12 07:00,.5,0,.1,0,,,66
571,拳己,2019-01-12 08:00,.8,40.9,1.2,0,,,65.5
571,拳己,2019-01-12 09:00,.7,0,0,0,,,66
571,拳己,2019-01-12 10:00,3.4,85.9,.8,0,,,55.3
571,拳己,2019-01-12 11:00,4.4,31.3,.6,0,,,50.6
571,拳己,2019-01-12 12:00,5.5,282.2,2,0,,,41.5
571,拳己,2019-01-12 13:00,6.5,292,2.2,0,,,33.1
571,拳己,2019-01-12 14:00,7.6,45.4,1.3,0,,,35.1
571,拳己,2019-01-12 15:00,6,290.7,1.4,0,,,37.6
571,拳己,2019-01-12 16:00,5.3,300.3,1.3,0,,,37.4
571,拳己,2019-01-12 17:00,4.2,353.5,.7,0,,,41.4
571,拳己,2019-01-12 18:00,3.3,7.1,1.2,0,,,53.3
571,拳己,2019-01-12 19:00,2.1,337.4,.7,0,,,63.1
571,拳己,2019-01-12 20:00,1.8,338.4,.9,0,,,67.5
571,拳己,2019-01-12 21:00,.7,40.8,1.4,0,,,71
571,拳己,2019-01-12 22:00,-.1,34.7,1.4,0,,,75.5
571,拳己,2019-01-12 23:00,-1.5,300.6,.5,0,,,78.4
571,拳己,2019-01-13 00:00,-2,0,.3,0,,,80.9
571,拳己,2019-01-13 01:00,-1.8,34.9,1.3,0,,,80.7
571,拳己,2019-01-13 02:00,-1.7,20.8,1.2,0,,,78.7
571,拳己,2019-01-13 03:00,-.7,342.5,1,0,,,73
571,拳己,2019-01-13 04:00,-2.4,36.7,1.3,0,,,78.5
571,拳己,2019-01-13 05:00,-3,0,.4,0,,,80.4
571,拳己,2019-01-13 06:00,-4.5,0,.3,0,,,81.2
571,拳己,2019-01-13 07:00,-5,0,.2,0,,,80.9
571,拳己,2019-01-13 08:00,-5.4,0,.2,0,,,81.2
571,拳己,2019-01-13 09:00,-2.9,0,.1,0,,,82.7
571,拳己,2019-01-13 10:00,.8,55.4,.8,0,,,67.8
571,拳己,2019-01-13 11:00,2.2,335,1.3,0,,,54.3
571,拳己,2019-01-13 12:00,5.2,75.3,.6,0,,,45.4
571,拳己,2019-01-13 13:00,5.6,340.9,1.2,0,,,39.7
571,拳己,2019-01-13 14:00,6.8,321.6,1.3,0,,,25.2
571,拳己,2019-01-13 15:00,6.7,301.6,1.5,0,,,22.4
571,拳己,2019-01-13 16:00,5.5,283.5,2.7,0,,,28.9
571,拳己,2019-01-13 17:00,4.2,278,1.8,0,,,49.7
571,拳己,2019-01-13 18:00,2.6,298.1,.8,0,,,60.8
571,拳己,2019-01-13 19:00,1.3,0,.3,0,,,67.4
571,拳己,2019-01-13 20:00,1.6,359.9,.6,0,,,69.5
571,拳己,2019-01-13 21:00,.1,33.6,1,0,,,71.5
571,拳己,2019-01-13 22:00,-.2,31.8,.9,0,,,76.4
571,拳己,2019-01-13 23:00,-1,0,.3,0,,,81
571,拳己,2019-01-14 00:00,-1.7,30.4,1,0,,,81.3
571,拳己,2019-01-14 01:00,-1.6,37.2,1.3,0,,,79.7
571,拳己,2019-01-14 02:00,-1.9,35.7,1.5,0,,,80
571,拳己,2019-01-14 03:00,-2.7,0,.2,0,,,82.5
571,拳己,2019-01-14 04:00,-2.9,39.7,.8,0,,,83.1
571,拳己,2019-01-14 05:00,-4,0,.2,0,,,84
571,拳己,2019-01-14 06:00,-4.4,0,.2,0,,,85.3
571,拳己,2019-01-14 07:00,-3.2,239,.8,0,,,85.5
571,拳己,2019-01-14 08:00,-2.3,178.2,1.4,0,,,87
571,拳己,2019-01-14 09:00,-1.9,178.8,.8,0,,,89.1
571,拳己,2019-01-14 10:00,-1,52.3,.7,0,,,90.4
571,拳己,2019-01-14 11:00,-.1,0,.4,0,,,91.2
571,拳己,2019-01-14 12:00,1.3,220.2,.7,0,,,92.5
571,拳己,2019-01-14 13:00,3.6,164.2,1.1,0,,,74.2
571,拳己,2019-01-14 14:00,4.2,175.2,2.4,0,,,60.7
571,拳己,2019-01-14 15:00,4.6,248,1,0,,,54.2
571,拳己,2019-01-14 16:00,4.6,221.6,1.2,0,,,54.6
571,拳己,2019-01-14 17:00,3.6,238.3,.7,0,,,59.1
571,拳己,2019-01-14 18:00,2.3,0,.4,0,,,65.1
571,拳己,2019-01-14 19:00,1.8,0,0,0,,,67.9
571,拳己,2019-01-14 20:00,1.5,0,.1,0,,,69.2
571,拳己,2019-01-14 21:00,1.5,0,.3,0,,,69.6
571,拳己,2019-01-14 22:00,1.6,0,0,0,,,68.7
571,拳己,2019-01-14 23:00,1.9,256.7,.6,0,,,68.1
571,拳己,2019-01-15 00:00,1.7,225.5,1,0,,,68.7
571,拳己,2019-01-15 01:00,1.4,0,.2,0,,,69.7
571,拳己,2019-01-15 02:00,1.7,0,.3,0,,,68.3
571,拳己,2019-01-15 03:00,2,283.6,.5,0,,,68.2
571,拳己,2019-01-15 04:00,1.8,347.2,1.6,0,,,74.2
571,拳己,2019-01-15 05:00,1.1,348.9,1.5,0,,,72.7
571,拳己,2019-01-15 06:00,.3,344.9,1.8,0,,,70.6
571,拳己,2019-01-15 07:00,-.5,346.1,.7,0,,,71.5
571,拳己,2019-01-15 08:00,-2.5,0,.1,0,,,76.5
571,拳己,2019-01-15 09:00,-1.1,0,.2,0,,,76
571,拳己,2019-01-15 10:00,.6,0,.1,0,,,71.5
571,拳己,2019-01-15 11:00,2,305.4,1.9,0,,,60.6
571,拳己,2019-01-15 12:00,1.4,338.2,1.5,0,,,58.8
571,拳己,2019-01-15 13:00,1,331.8,2.1,0,,,57.5
571,拳己,2019-01-15 14:00,1.9,276.9,2,0,,,51.3
571,拳己,2019-01-15 15:00,1.7,279.7,2.7,0,,,43.7
571,拳己,2019-01-15 16:00,-.5,333.1,3.3,0,,,55.9
571,拳己,2019-01-15 17:00,-1.5,310.3,2.8,0,,,53.3
571,拳己,2019-01-15 18:00,-2.8,295.8,1.2,0,,,43.4
571,拳己,2019-01-15 19:00,-3.8,330.5,2.5,0,,,46.4
571,拳己,2019-01-15 20:00,-4.8,,,0,,,49.7
571,拳己,2019-01-15 21:00,-5.2,338.1,2.2,0,,,51.7
571,拳己,2019-01-15 22:00,-5.7,97.4,1,0,,,50.7
571,拳己,2019-01-15 23:00,-5.8,308,1,0,,,49
571,拳己,2019-01-16 00:00,-6.1,351.2,1.5,0,,,47.3
571,拳己,2019-01-16 01:00,-6.3,310.6,1.1,0,,,48.1
571,拳己,2019-01-16 02:00,-6.5,182.4,1.1,0,,,49.7
571,拳己,2019-01-16 03:00,-6.7,,,0,,,48.6
571,拳己,2019-01-16 04:00,-7.7,257.4,.6,0,,,50.3
571,拳己,2019-01-16 05:00,-8.2,0,.4,0,,,50.9
571,拳己,2019-01-16 06:00,-9.1,269.6,.6,0,,,52.5
571,拳己,2019-01-16 07:00,-9,53.1,.6,0,,,49.2
571,拳己,2019-01-16 08:00,-8.9,41.9,.6,0,,,45.7
571,拳己,2019-01-16 09:00,-7.6,84.2,.7,0,,,43
571,拳己,2019-01-16 10:00,-7,280.3,1.7,0,,,37.6
571,拳己,2019-01-16 11:00,-5.4,281.5,1.9,0,,,36
571,拳己,2019-01-16 12:00,-4.5,295,2.2,0,,,32.2
571,拳己,2019-01-16 13:00,-2.6,331,2,0,,,35
571,拳己,2019-01-16 14:00,-2.4,321.1,2,0,,,33.5
571,拳己,2019-01-16 15:00,-1.3,325.6,2,0,,,23
571,拳己,2019-01-16 16:00,-2.1,275,2.4,0,,,27.7
571,拳己,2019-01-16 17:00,-2.6,268,.9,0,,,31.8
571,拳己,2019-01-16 18:00,-3.2,261.3,.5,0,,,36.9
571,拳己,2019-01-16 19:00,-3.5,224.8,1.6,0,,,44.9
571,拳己,2019-01-16 20:00,-3.2,236.4,.5,0,,,47.3
571,拳己,2019-01-16 21:00,-2.5,205.1,1.6,0,,,53.8
571,拳己,2019-01-16 22:00,-2.7,131.9,1.2,0,,,57.6
571,拳己,2019-01-16 23:00,-2.6,166.6,1.4,0,,,60.9
571,拳己,2019-01-17 00:00,-2.9,159.6,1.7,0,,,68.9
571,拳己,2019-01-17 01:00,-2.6,0,.4,0,,,71.1
571,拳己,2019-01-17 02:00,-2.3,0,.3,0,,,70.8
571,拳己,2019-01-17 03:00,-2.2,0,.1,0,,,70.1
571,拳己,2019-01-17 04:00,-1.4,40.3,.6,0,,,68
571,拳己,2019-01-17 05:00,1.5,263,.9,0,,,57.7
571,拳己,2019-01-17 06:00,.3,0,.4,0,,,64.6
571,拳己,2019-01-17 07:00,-.3,9.7,.7,0,,,62
571,拳己,2019-01-17 08:00,-1.3,13.8,1,0,,,63.8
571,拳己,2019-01-17 09:00,.4,354.8,2,0,,,55
571,拳己,2019-01-17 10:00,1.6,316.8,2.3,0,,,49
571,拳己,2019-01-17 11:00,2.4,306.1,1.8,0,,,38.8
571,拳己,2019-01-17 12:00,3.5,311.5,2.5,0,,,23.2
571,拳己,2019-01-17 13:00,4,320,1.9,0,,,15.4
571,拳己,2019-01-17 14:00,4.4,309.8,2.1,0,,,15.4
571,拳己,2019-01-17 15:00,4,309.7,2.9,0,,,18.1
571,拳己,2019-01-17 16:00,4,328.4,1.7,0,,,18.7
571,拳己,2019-01-17 17:00,2.8,260,1,0,,,23
571,拳己,2019-01-17 18:00,-.2,0,.3,0,,,36.5
571,拳己,2019-01-17 19:00,-.4,264.4,1,0,,,46.8
571,拳己,2019-01-17 20:00,-.5,277.3,.7,0,,,55.3
571,拳己,2019-01-17 21:00,-1.9,,,0,,,53.1
571,拳己,2019-01-17 22:00,-2,0,0,0,,,51.1
571,拳己,2019-01-17 23:00,-1.6,0,.3,0,,,46.3
571,拳己,2019-01-18 00:00,-1.9,77,1,0,,,47.5
571,拳己,2019-01-18 01:00,-1.5,346.2,1.1,0,,,44.1
571,拳己,2019-01-18 02:00,-2.7,22.3,1.3,0,,,51
571,拳己,2019-01-18 03:00,-4.2,0,.3,0,,,56.6
571,拳己,2019-01-18 04:00,-5.2,0,0,0,,,60.8
571,拳己,2019-01-18 05:00,-4.6,31.5,1.2,0,,,60.5
571,拳己,2019-01-18 06:00,-5.5,27.9,.5,0,,,64.5
571,拳己,2019-01-18 07:00,-5.8,0,0,0,,,67.4
571,拳己,2019-01-18 08:00,-5.4,34.7,1.1,0,,,67.9
571,拳己,2019-01-18 09:00,-2.8,0,.3,0,,,54.6
571,拳己,2019-01-18 10:00,.3,209.7,1.4,0,,,45.5
571,拳己,2019-01-18 11:00,2.5,195.1,1.3,0,,,30.6
571,拳己,2019-01-18 12:00,4.6,0,.4,0,,,23.2
571,拳己,2019-01-18 13:00,5.2,237.1,1.2,0,,,30.3
571,拳己,2019-01-18 14:00,5.9,215.7,2.3,0,,,30.8
571,拳己,2019-01-18 15:00,6.1,260,2,0,,,40.1
571,拳己,2019-01-18 16:00,5.7,295.6,1.6,0,,,40
571,拳己,2019-01-18 17:00,4.3,329.2,.9,0,,,45.6
571,拳己,2019-01-18 18:00,2.9,34.7,.8,0,,,48.8
571,拳己,2019-01-18 19:00,1.5,21.2,.8,0,,,54.1
571,拳己,2019-01-18 20:00,.2,0,.1,0,,,59.5
571,拳己,2019-01-18 21:00,-.4,0,0,0,,,62.6
571,拳己,2019-01-18 22:00,.2,0,.3,0,,,62.5
571,拳己,2019-01-18 23:00,.2,0,0,0,,,62.2
571,拳己,2019-01-19 00:00,.6,247.5,.7,0,,,60.6
571,拳己,2019-01-19 01:00,1,0,.2,0,,,61.6
571,拳己,2019-01-19 02:00,.3,273.2,.5,0,,,64.4
571,拳己,2019-01-19 03:00,.7,277.1,.5,0,,,63.7
571,拳己,2019-01-19 04:00,.2,266.5,.8,0,,,66
571,拳己,2019-01-19 05:00,.5,275.4,.6,0,,,64.2
571,拳己,2019-01-19 06:00,.7,257.1,.8,0,,,63.2
571,拳己,2019-01-19 07:00,.5,211.4,.8,0,,,63.5
571,拳己,2019-01-19 08:00,.3,0,.3,0,,,63.4
571,拳己,2019-01-19 09:00,1,0,.3,0,,,62.2
571,拳己,2019-01-19 10:00,2.8,207,1.5,0,,,56.6
571,拳己,2019-01-19 11:00,5.9,163.3,2.5,0,,,49.1
571,拳己,2019-01-19 12:00,7.5,186.8,2,0,,,45.9
571,拳己,2019-01-19 13:00,8.9,206.6,2.4,0,,,41.9
571,拳己,2019-01-19 14:00,9.1,196.1,2.3,0,,,39.7
571,拳己,2019-01-19 15:00,9.2,191.8,1.2,0,,,36.2
571,拳己,2019-01-19 16:00,10,82.6,.7,0,,,34.6
571,拳己,2019-01-19 17:00,7.9,274.1,1.4,0,,,38.4
571,拳己,2019-01-19 18:00,5.4,338.3,.7,0,,,46.5
571,拳己,2019-01-19 19:00,3.1,12.8,.6,0,,,55.2
571,拳己,2019-01-19 20:00,2.7,36.8,1.1,0,,,58.6
571,拳己,2019-01-19 21:00,3,7.1,1,0,,,58.7
571,拳己,2019-01-19 22:00,2.5,0,.4,0,,,61.4
571,拳己,2019-01-19 23:00,3.7,324.2,1.1,0,,,64.2
571,拳己,2019-01-20 00:00,3.6,57.9,.5,0,,,67.3
571,拳己,2019-01-20 01:00,3.9,348.9,1.8,0,,,72.5
571,拳己,2019-01-20 02:00,3.3,348.7,1.1,0,,,79.3
571,拳己,2019-01-20 03:00,2.1,0,.4,0,,,81.7
571,拳己,2019-01-20 04:00,1.7,340.1,1.2,0,,,67.8
571,拳己,2019-01-20 05:00,.6,271.1,1.3,0,,,64.1
571,拳己,2019-01-20 06:00,-.2,344.4,1.4,0,,,53.9
571,拳己,2019-01-20 07:00,-.7,336.8,2,0,,,51.5
571,拳己,2019-01-20 08:00,-1.2,328.1,2.6,0,,,42.7
571,拳己,2019-01-20 09:00,-1,315.7,1.9,0,,,39.5
571,拳己,2019-01-20 10:00,-.7,331,3,0,,,35
571,拳己,2019-01-20 11:00,.1,310.8,2.8,0,,,31
571,拳己,2019-01-20 12:00,.6,286.4,2.7,0,,,28.5
571,拳己,2019-01-20 13:00,1.2,308.9,2.1,0,,,27.2
571,拳己,2019-01-20 14:00,1.3,289.1,3.5,0,,,26.4
571,拳己,2019-01-20 15:00,1.4,308.2,2.6,0,,,21.4
571,拳己,2019-01-20 16:00,.4,280,3.8,0,,,28.1
571,拳己,2019-01-20 17:00,-.2,283.9,2.4,0,,,28
571,拳己,2019-01-20 18:00,-1.3,270.1,2.4,0,,,29.5
571,拳己,2019-01-20 19:00,-1.7,241.7,1.8,0,,,34.4
571,拳己,2019-01-20 20:00,-2.2,319.7,2.8,0,,,32.2
571,拳己,2019-01-20 21:00,-2.9,338,2.6,0,,,31.1
571,拳己,2019-01-20 22:00,-3.5,347.2,1.7,0,,,31.9
571,拳己,2019-01-20 23:00,-4.1,333.4,1.4,0,,,35
571,拳己,2019-01-21 00:00,-4.8,277.5,1.2,0,,,37.3
571,拳己,2019-01-21 01:00,-6.3,0,.1,0,,,44.2
571,拳己,2019-01-21 02:00,-6.7,0,0,0,,,49
571,拳己,2019-01-21 03:00,-6.8,0,.4,0,,,50.5
571,拳己,2019-01-21 04:00,-6.8,0,.4,0,,,50.5
571,拳己,2019-01-21 05:00,-6.1,278.3,.9,0,,,48.2
571,拳己,2019-01-21 06:00,-6.2,0,.4,0,,,57.9
571,拳己,2019-01-21 07:00,-5.9,243.1,.7,0,,,58.3
571,拳己,2019-01-21 08:00,-5.7,218.9,.8,0,,,60.9
571,拳己,2019-01-21 09:00,-4.1,196.5,1.3,0,,,57
571,拳己,2019-01-21 10:00,-2.1,183.1,2.5,0,,,53.5
571,拳己,2019-01-21 11:00,.5,184.4,3.2,0,,,50.2
571,拳己,2019-01-21 12:00,2.3,206,2.4,0,,,54.1
571,拳己,2019-01-21 13:00,3.9,238.1,3,0,,,54.4
571,拳己,2019-01-21 14:00,4.1,212.3,4.3,0,,,51.6
571,拳己,2019-01-21 15:00,4.1,222.6,4.9,0,,,50
571,拳己,2019-01-21 16:00,4.2,230.5,2.7,0,,,49.3
571,拳己,2019-01-21 17:00,4,216.5,4,0,,,54.3
571,拳己,2019-01-21 18:00,3.6,221.7,2.1,0,,,60.8
571,拳己,2019-01-21 19:00,3.2,202.7,1.2,0,,,62.6
571,拳己,2019-01-21 20:00,3.1,,,0,,,60.2
571,拳己,2019-01-21 21:00,1.8,277.7,1,0,,,62.8
571,拳己,2019-01-21 22:00,1.5,272.3,1.4,0,,,60
571,拳己,2019-01-21 23:00,.2,0,.2,0,,,65.9
571,拳己,2019-01-22 00:00,-.2,0,.1,0,,,67.3
571,拳己,2019-01-22 01:00,-1.7,0,.1,0,,,71.8
571,拳己,2019-01-22 02:00,-2.4,0,0,0,,,74.9
571,拳己,2019-01-22 03:00,-3,0,.1,0,,,76.8
571,拳己,2019-01-22 04:00,-2.6,274.8,.6,0,,,80
571,拳己,2019-01-22 05:00,-3.2,0,.2,0,,,81.8
571,拳己,2019-01-22 06:00,-3,282.8,.5,0,,,83.2
571,拳己,2019-01-22 07:00,-2.7,0,.1,0,,,83.6
571,拳己,2019-01-22 08:00,-3.2,270.5,.5,0,,,83.6
571,拳己,2019-01-22 09:00,-.3,226.9,1.1,0,,,81
571,拳己,2019-01-22 10:00,2.3,192.3,1.1,0,,,67.7
571,拳己,2019-01-22 11:00,3.7,181.5,1.8,0,,,62.9
571,拳己,2019-01-22 12:00,5.1,235.5,3,0,,,57.2
571,拳己,2019-01-22 13:00,5.5,232.5,3.9,0,,,51.5
571,拳己,2019-01-22 14:00,6.2,219.1,5.2,0,,,47.9
571,拳己,2019-01-22 15:00,6.6,278.9,3.7,0,,,46.4
571,拳己,2019-01-22 16:00,6.5,253.5,3,0,,,40
571,拳己,2019-01-22 17:00,5.3,221,1.7,0,,,51.5
571,拳己,2019-01-22 18:00,3.4,280.4,.5,0,,,56.2
571,拳己,2019-01-22 19:00,1.7,0,.3,0,,,60.2
571,拳己,2019-01-22 20:00,1,210.8,.5,0,,,63.5
571,拳己,2019-01-22 21:00,1.1,0,.3,0,,,63.8
571,拳己,2019-01-22 22:00,.7,257.3,.6,0,,,69.8
571,拳己,2019-01-22 23:00,-.4,253.9,.7,0,,,73.5
571,拳己,2019-01-23 00:00,-.9,237.4,.5,0,,,73
571,拳己,2019-01-23 01:00,-.8,250.3,.7,0,,,74.4
571,拳己,2019-01-23 02:00,-1,234.8,.7,0,,,75.6
571,拳己,2019-01-23 03:00,-.7,231.1,.8,0,,,77.2
571,拳己,2019-01-23 04:00,-1.3,268.7,.5,0,,,77.4
571,拳己,2019-01-23 05:00,-1.1,244.6,.9,0,,,78.9
571,拳己,2019-01-23 06:00,-1.6,267.5,.7,0,,,82.4
571,拳己,2019-01-23 07:00,-2.1,0,0,0,,,83.7
571,拳己,2019-01-23 08:00,-2.4,0,0,0,,,84.6
571,拳己,2019-01-23 09:00,-.2,0,0,0,,,86
571,拳己,2019-01-23 10:00,3.2,165.3,.5,0,,,75.8
571,拳己,2019-01-23 11:00,5.4,276.7,1.9,0,,,66.6
571,拳己,2019-01-23 12:00,6,307,2.6,0,,,44.3
571,拳己,2019-01-23 13:00,6.5,312.7,2.2,0,,,33.9
571,拳己,2019-01-23 14:00,7,289.5,2.7,0,,,27.9
571,拳己,2019-01-23 15:00,6.7,285.9,3.6,0,,,27.3
571,拳己,2019-01-23 16:00,6.7,286.8,2.7,0,,,26
571,拳己,2019-01-23 17:00,5.4,267.7,2.6,0,,,31.3
571,拳己,2019-01-23 18:00,3.4,259.5,1.3,0,,,37.8
571,拳己,2019-01-23 19:00,2.2,146.1,1.1,0,,,36.2
571,拳己,2019-01-23 20:00,1.9,9.6,1.9,0,,,35.4
571,拳己,2019-01-23 21:00,1.5,2,2.1,0,,,28.4
571,拳己,2019-01-23 22:00,0,139.1,1.1,0,,,32
